municipio,ano,tipo_crime,casos_total,populacao,taxa_por_100mil_hab
BOSSOROCA,2021,Ameaça,16,6135.0,260.79869600651995
BOZANO,2021,Ameaça,5,2099.0,238.20867079561697
BRAGA,2021,Ameaça,12,3271.0,366.86028737389177
BROCHIER,2021,Ameaça,14,5132.0,272.7981293842557
BUTIA,2021,Ameaça,86,20963.0,410.2466250059629
CACAPAVA DO SUL,2021,Ameaça,103,33476.0,307.68311626239694
CACEQUI,2021,Ameaça,30,12291.0,244.081034903588
CACHOEIRA DO SUL,2021,Ameaça,187,81552.0,229.30154993133212
CACHOEIRINHA,2021,Ameaça,339,132144.0,256.5383218307301
CACIQUE DOBLE,2021,Ameaça,19,5083.0,373.7950029510132
CAIBATE,2021,Ameaça,14,4802.0,291.5451895043732
CAICARA,2021,Ameaça,20,4659.0,429.2766688130501
CAMAQUA,2021,Ameaça,172,66686.0,257.92520169150947
CAMARGO,2021,Ameaça,7,2750.0,254.54545454545456
CAMBARA DO SUL,2021,Ameaça,26,6383.0,407.3319755600815
CAMPESTRE DA SERRA,2021,Ameaça,6,3402.0,176.3668430335097
CAMPINA DAS MISSOES,2021,Ameaça,17,5325.0,319.2488262910798
CAMPINAS DO SUL,2021,Ameaça,19,5422.0,350.42419771302104
CAMPO BOM,2021,Ameaça,158,69981.0,225.77556765407755
CAMPO NOVO,2021,Ameaça,17,4273.0,397.84694593962087
CAMPOS BORGES,2021,Ameaça,10,3272.0,305.6234718826406
CANDELARIA,2021,Ameaça,93,31475.0,295.472597299444
CANDIDO GODOI,2021,Ameaça,8,6106.0,131.01867016049786
CANDIOTA,2021,Ameaça,29,9707.0,298.7534768723602
CANELA,2021,Ameaça,176,45957.0,382.9666862501904
CANGUCU,2021,Ameaça,95,56370.0,168.52935958843355
CANOAS,2021,Ameaça,1104,349728.0,315.67389514136704
CANUDOS DO VALE,2021,Ameaça,2,1693.0,118.13349084465446
CAPAO BONITO DO SUL,2021,Ameaça,1,1628.0,61.42506142506142
CAPAO DA CANOA,2021,Ameaça,250,55009.0,454.4710865494737
CAPAO DO CIPO,2021,Ameaça,3,3745.0,80.10680907877169
CAPAO DO LEAO,2021,Ameaça,81,25462.0,318.1211216715105
CAPELA DE SANTANA,2021,Ameaça,19,12183.0,155.95501928917344
CAPITAO,2021,Ameaça,4,2770.0,144.4043321299639
CAPIVARI DO SUL,2021,Ameaça,8,4793.0,166.9100771959107
CARAA,2021,Ameaça,13,8426.0,154.28435793971042
CARAZINHO,2021,Ameaça,273,62413.0,437.4088731514268
CARLOS BARBOSA,2021,Ameaça,62,30630.0,202.4159320927196
CARLOS GOMES,2021,Ameaça,6,1327.0,452.14770158251696
CASCA,2021,Ameaça,20,9070.0,220.5071664829107
CASEIROS,2021,Ameaça,12,3228.0,371.7472118959108
CATUIPE,2021,Ameaça,29,8631.0,335.9981462171243
CAXIAS DO SUL,2021,Ameaça,1223,523716.0,233.52351274354805
CENTENARIO,2021,Ameaça,7,2865.0,244.3280977312391
CERRITO,2021,Ameaça,6,6005.0,99.91673605328891
CERRO BRANCO,2021,Ameaça,8,4720.0,169.4915254237288
CERRO GRANDE,2021,Ameaça,11,2281.0,482.2446295484437
CERRO GRANDE DO SUL,2021,Ameaça,15,12579.0,119.24636298592893
CERRO LARGO,2021,Ameaça,25,14243.0,175.52481920943623
CHAPADA,2021,Ameaça,19,9211.0,206.27510585169907
CHARQUEADAS,2021,Ameaça,100,41705.0,239.77940294928663
CHARRUA,2021,Ameaça,1,3228.0,30.97893432465923
CHIAPETTA,2021,Ameaça,28,3684.0,760.043431053203
CHUI,2021,Ameaça,28,6832.0,409.8360655737705
CHUVISCA,2021,Ameaça,4,5518.0,72.49003262051468
CIDREIRA,2021,Ameaça,97,16897.0,574.0664023199384
CIRIACO,2021,Ameaça,18,4693.0,383.54996803750265
COLINAS,2021,Ameaça,8,2466.0,324.41200324412006
COLORADO,2021,Ameaça,11,3088.0,356.2176165803109
CONDOR,2021,Ameaça,18,6766.0,266.0360626662725
CONSTANTINA,2021,Ameaça,41,9903.0,414.0159547611834
COQUEIRO BAIXO,2021,Ameaça,2,1490.0,134.22818791946307
COQUEIROS DO SUL,2021,Ameaça,4,2267.0,176.444640494045
CORONEL BARROS,2021,Ameaça,6,2521.0,238.0007933359778
CORONEL BICACO,2021,Ameaça,10,7213.0,138.63856924996534
CORONEL PILAR,2021,Ameaça,0,1602.0,0.0
COTIPORA,2021,Ameaça,7,3824.0,183.05439330543933
COXILHA,2021,Ameaça,8,2731.0,292.9329915781765
CRISSIUMAL,2021,Ameaça,74,13269.0,557.6908583917401
CRISTAL,2021,Ameaça,21,8121.0,258.58884373845586
CRISTAL DO SUL,2021,Ameaça,4,2840.0,140.84507042253523
CRUZ ALTA,2021,Ameaça,279,59561.0,468.4273266063364
CRUZALTENSE,2021,Ameaça,5,1765.0,283.28611898017
CRUZEIRO DO SUL,2021,Ameaça,42,12457.0,337.1598298145621
DAVID CANABARRO,2021,Ameaça,12,4732.0,253.592561284869
DERRUBADAS,2021,Ameaça,16,2718.0,588.6681383370125
DEZESSEIS DE NOVEMBRO,2021,Ameaça,11,2331.0,471.9004719004719
DILERMANDO DE AGUIAR,2021,Ameaça,11,2991.0,367.7699765964561
DOIS IRMAOS,2021,Ameaça,65,33547.0,193.7580111485379
DOIS IRMAOS DAS MISSOES,2021,Ameaça,5,1992.0,251.00401606425703
DOIS LAJEADOS,2021,Ameaça,10,3410.0,293.2551319648094
DOM FELICIANO,2021,Ameaça,31,15556.0,199.2800205708409
DOM PEDRITO,2021,Ameaça,68,38222.0,177.90801109308774
DOM PEDRO DE ALCANTARA,2021,Ameaça,3,2520.0,119.04761904761908
DONA FRANCISCA,2021,Ameaça,18,2958.0,608.5192697768763
DR MAURICIO CARDOSO,2021,Ameaça,15,4380.0,342.4657534246575
DOUTOR RICARDO,2021,Ameaça,4,1967.0,203.35536349771223
ELDORADO DO SUL,2021,Ameaça,165,42490.0,388.32666509767
ENCANTADO,2021,Ameaça,62,23047.0,269.0154900854775
ENCRUZILHADA DO SUL,2021,Ameaça,53,26039.0,203.54084258228045
ENGENHO VELHO,2021,Ameaça,0,932.0,0.0
ENTRE RIOS DO SUL,2021,Ameaça,8,2724.0,293.6857562408223
ENTRE IJUIS,2021,Ameaça,32,8350.0,383.2335329341317
EREBANGO,2021,Ameaça,13,2978.0,436.5345869711216
ERECHIM,2021,Ameaça,401,107368.0,373.4818567915953
ERNESTINA,2021,Ameaça,13,3171.0,409.9653106275623
ERVAL GRANDE,2021,Ameaça,34,4780.0,711.2970711297071
ERVAL SECO,2021,Ameaça,20,6697.0,298.6411826190832
ESMERALDA,2021,Ameaça,17,3291.0,516.5603160133699
ESPERANCA DO SUL,2021,Ameaça,11,2846.0,386.5073787772312
ESPUMOSO,2021,Ameaça,58,15594.0,371.9379248428883
ESTACAO,2021,Ameaça,14,5924.0,236.3268062120189
ESTANCIA VELHA,2021,Ameaça,158,51292.0,308.0402401934025
ESTEIO,2021,Ameaça,190,83352.0,227.948939437566
ESTRELA,2021,Ameaça,70,34669.0,201.90948686146123
ESTRELA VELHA,2021,Ameaça,8,3646.0,219.41854086670324
EUGENIO DE CASTRO,2021,Ameaça,7,2310.0,303.030303030303
FAGUNDES VARELA,2021,Ameaça,3,2750.0,109.0909090909091
FARROUPILHA,2021,Ameaça,171,73758.0,231.839258114374
FAXINAL DO SOTURNO,2021,Ameaça,20,6651.0,300.70666065253346
FAXINALZINHO,2021,Ameaça,9,2256.0,398.93617021276594
FAZENDA VILA NOVA,2021,Ameaça,22,4680.0,470.0854700854701
FELIZ,2021,Ameaça,17,13728.0,123.83449883449885
FLORES DA CUNHA,2021,Ameaça,82,31352.0,261.54631283490687
FLORIANO PEIXOTO,2021,Ameaça,4,1709.0,234.05500292568755
FONTOURA XAVIER,2021,Ameaça,23,10181.0,225.91101070621747
FORMIGUEIRO,2021,Ameaça,26,6569.0,395.79844725224535
FORQUETINHA,2021,Ameaça,0,2389.0,0.0
FORTALEZA DOS VALOS,2021,Ameaça,9,4252.0,211.66509877704607
FREDERICO WESTPHALEN,2021,Ameaça,128,31675.0,404.104183109708
GARIBALDI,2021,Ameaça,51,35794.0,142.48198022014864
GARRUCHOS,2021,Ameaça,5,2851.0,175.377060680463
GAURAMA,2021,Ameaça,14,5447.0,257.0222140627868
GENERAL CAMARA,2021,Ameaça,18,8339.0,215.85321981052888
GENTIL,2021,Ameaça,3,1619.0,185.2995676343422
GETULIO VARGAS,2021,Ameaça,58,16158.0,358.95531625201136
GIRUA,2021,Ameaça,56,15729.0,356.03026257231863
GLORINHA,2021,Ameaça,23,8304.0,276.9749518304432
GRAMADO,2021,Ameaça,73,36864.0,198.02517361111111
GRAMADO DOS LOUREIROS,2021,Ameaça,4,2036.0,196.46365422396852
GRAMADO XAVIER,2021,Ameaça,5,4378.0,114.20740063956144
GRAVATAI,2021,Ameaça,676,285564.0,236.7245170959925
GUABIJU,2021,Ameaça,4,1478.0,270.6359945872801
GUAIBA,2021,Ameaça,365,98331.0,371.1952487008166
GUAPORE,2021,Ameaça,98,26199.0,374.0600786289553
GUARANI DAS MISSOES,2021,Ameaça,30,7393.0,405.7892601109158
HARMONIA,2021,Ameaça,4,4967.0,80.53150795248642
HERVAL,2021,Ameaça,15,6807.0,220.36139268400177
HERVEIRAS,2021,Ameaça,6,3019.0,198.74130506790328
HORIZONTINA,2021,Ameaça,47,19446.0,241.69495011827627
HULHA NEGRA,2021,Ameaça,15,6894.0,217.5805047867711
HUMAITA,2021,Ameaça,24,4712.0,509.3378607809848
IBARAMA,2021,Ameaça,13,4393.0,295.92533576143865
IBIACA,2021,Ameaça,15,4690.0,319.8294243070362
IBIRAIARAS,2021,Ameaça,14,7267.0,192.65171322416404
IBIRAPUITA,2021,Ameaça,4,3988.0,100.30090270812435
IBIRUBA,2021,Ameaça,49,20474.0,239.3279281039367
IGREJINHA,2021,Ameaça,112,37754.0,296.65730783493143
IJUI,2021,Ameaça,311,84041.0,370.0574719482157
ILOPOLIS,2021,Ameaça,8,4054.0,197.3359644795264
IMBE,2021,Ameaça,100,23721.0,421.5673875468994
IMIGRANTE,2021,Ameaça,4,3103.0,128.90750886239124
INDEPENDENCIA,2021,Ameaça,13,6054.0,214.7340601255368
INHACORA,2021,Ameaça,3,2207.0,135.93112822836432
IPE,2021,Ameaça,8,6736.0,118.76484560570071
IPIRANGA DO SUL,2021,Ameaça,1,1871.0,53.44735435595938
IRAI,2021,Ameaça,46,7046.0,652.8526823729776
ITAARA,2021,Ameaça,17,5573.0,305.0421675937556
ITACURUBI,2021,Ameaça,6,3456.0,173.61111111111111
ITAPUCA,2021,Ameaça,10,2037.0,490.9180166912126
ITAQUI,2021,Ameaça,95,37363.0,254.26223804298368
ITATI,2021,Ameaça,9,2377.0,378.62852334875896
ITATIBA DO SUL,2021,Ameaça,13,3143.0,413.6175628380528
IVORA,2021,Ameaça,4,1854.0,215.7497303128371
IVOTI,2021,Ameaça,37,25068.0,147.5985319929791
JABOTICABA,2021,Ameaça,12,3738.0,321.02728731942216
JACUIZINHO,2021,Ameaça,4,2718.0,147.16703458425312
JACUTINGA,2021,Ameaça,11,3532.0,311.4382785956965
JAGUARAO,2021,Ameaça,76,26327.0,288.6770235879516
JAGUARI,2021,Ameaça,18,10684.0,168.47622613253463
JAQUIRANA,2021,Ameaça,9,3611.0,249.23843810578788
JARI,2021,Ameaça,2,3472.0,57.6036866359447
JOIA,2021,Ameaça,16,8571.0,186.67600046669
JULIO DE CASTILHOS,2021,Ameaça,77,19159.0,401.8998903909391
LAGOA BONITA DO SUL,2021,Ameaça,16,2939.0,544.4028581150051
LAGOA DOS TRES CANTOS,2021,Ameaça,1,1604.0,62.34413965087282
LAGOA VERMELHA,2021,Ameaça,148,27751.0,533.3141148066736
LAGOAO,2021,Ameaça,10,6469.0,154.5833977430824
LAJEADO,2021,Ameaça,284,86005.0,330.2133596883902
LAJEADO DO BUGRE,2021,Ameaça,9,2569.0,350.3308680420397
LAVRAS DO SUL,2021,Ameaça,13,7410.0,175.43859649122808
LIBERATO SALZANO,2021,Ameaça,17,5087.0,334.1851779044624
LINDOLFO COLLOR,2021,Ameaça,17,6193.0,274.50347166155336
LINHA NOVA,2021,Ameaça,0,1724.0,0.0
MACAMBARA,2021,Ameaça,5,4539.0,110.15642211940956
MACHADINHO,2021,Ameaça,23,5411.0,425.0600628349658
MAMPITUBA,2021,Ameaça,6,2965.0,202.3608768971332
MANOEL VIANA,2021,Ameaça,22,7315.0,300.7518796992481
MAQUINE,2021,Ameaça,27,6747.0,400.1778568252557
MARATA,2021,Ameaça,4,2713.0,147.43826022852932
MARAU,2021,Ameaça,160,45523.0,351.47068514816687
MARCELINO RAMOS,2021,Ameaça,11,4239.0,259.4951639537627
MARIANA PIMENTEL,2021,Ameaça,4,3892.0,102.77492291880782
MARIANO MORO,2021,Ameaça,7,1987.0,352.28988424760945
MARQUES DE SOUZA,2021,Ameaça,4,3981.0,100.4772670183371
MATA,2021,Ameaça,10,4760.0,210.08403361344537
MATO CASTELHANO,2021,Ameaça,9,2543.0,353.9127015336217
MATO LEITAO,2021,Ameaça,12,4627.0,259.3473092716663
MATO QUEIMADO,2021,Ameaça,5,1611.0,310.36623215394167
MAXIMILIANO DE ALMEIDA,2021,Ameaça,15,4254.0,352.6093088857546
MINAS DO LEAO,2021,Ameaça,30,8130.0,369.0036900369004
MIRAGUAI,2021,Ameaça,23,4899.0,469.4835680751174
MONTAURI,2021,Ameaça,0,1430.0,0.0
MONTE ALEGRE DOS CAMPOS,2021,Ameaça,9,3237.0,278.0352177942539
MONTE BELO DO SUL,2021,Ameaça,7,2514.0,278.4407319013524
MONTENEGRO,2021,Ameaça,254,66157.0,383.9351844853908
MORMACO,2021,Ameaça,5,3139.0,159.28639694170118
MORRINHOS DO SUL,2021,Ameaça,7,2891.0,242.13075060532688
MORRO REDONDO,2021,Ameaça,8,6609.0,121.04705704342564
MORRO REUTER,2021,Ameaça,7,6570.0,106.544901065449
MOSTARDAS,2021,Ameaça,33,12888.0,256.0521415270019
MUCUM,2021,Ameaça,17,4967.0,342.25890879806724
MUITOS CAPOES,2021,Ameaça,3,3184.0,94.2211055276382
MULITERNO,2021,Ameaça,1,1901.0,52.60389268805891
NAO ME TOQUE,2021,Ameaça,45,17886.0,251.59342502515932
NICOLAU VERGUEIRO,2021,Ameaça,9,1667.0,539.8920215956808
NONOAI,2021,Ameaça,32,11574.0,276.4817694833247
NOVA ALVORADA,2021,Ameaça,15,3698.0,405.6246619794483
NOVA ARACA,2021,Ameaça,11,4890.0,224.94887525562373
NOVA BASSANO,2021,Ameaça,16,10089.0,158.58856179998017
NOVA BOA VISTA,2021,Ameaça,0,1731.0,0.0
NOVA BRESCIA,2021,Ameaça,6,3345.0,179.37219730941703
NOVA CANDELARIA,2021,Ameaça,3,2677.0,112.06574523720585
NOVA ESPERANCA DO SUL,2021,Ameaça,15,5465.0,274.4739249771272
NOVA HARTZ,2021,Ameaça,67,22147.0,302.52404388856274
NOVA PADUA,2021,Ameaça,2,2563.0,78.03355442840422
NOVA PALMA,2021,Ameaça,17,6519.0,260.77619266758705
NOVA PETROPOLIS,2021,Ameaça,32,21717.0,147.3500023023438
NOVA PRATA,2021,Ameaça,74,28021.0,264.08764854930234
NOVA RAMADA,2021,Ameaça,1,2195.0,45.55808656036447
NOVA ROMA DO SUL,2021,Ameaça,11,3743.0,293.88191290408764
NOVA SANTA RITA,2021,Ameaça,88,30482.0,288.6949675218161
NOVO BARREIRO,2021,Ameaça,15,4185.0,358.42293906810033
NOVO CABRAIS,2021,Ameaça,7,4246.0,164.86104569006125
NOVO HAMBURGO,2021,Ameaça,717,247303.0,289.927740464127
NOVO MACHADO,2021,Ameaça,10,3191.0,313.38138514572233
NOVO TIRADENTES,2021,Ameaça,8,2189.0,365.4636820465966
NOVO XINGU,2021,Ameaça,1,1705.0,58.651026392961874
OSORIO,2021,Ameaça,134,46815.0,286.2330449642209
PAIM FILHO,2021,Ameaça,14,3731.0,375.234521575985
PALMARES DO SUL,2021,Ameaça,22,11342.0,193.9693175806736
PALMEIRA DAS MISSOES,2021,Ameaça,226,32967.0,685.5340188673522
PALMITINHO,2021,Ameaça,27,7056.0,382.65306122448976
PANAMBI,2021,Ameaça,194,44583.0,435.1434403247875
PANTANO GRANDE,2021,Ameaça,22,8995.0,244.5803224013341
PARAI,2021,Ameaça,18,7793.0,230.97651738739896
PARAISO DO SUL,2021,Ameaça,14,7635.0,183.366077275704
PARECI NOVO,2021,Ameaça,15,3885.0,386.1003861003861
PAROBE,2021,Ameaça,177,59419.0,297.8845150541073
PASSA SETE,2021,Ameaça,6,5790.0,103.62694300518136
PASSO DO SOBRADO,2021,Ameaça,18,6612.0,272.2323049001815
PASSO FUNDO,2021,Ameaça,868,206103.0,421.1486489764826
PAULO BENTO,2021,Ameaça,4,2303.0,173.6864958749457
PAVERAMA,2021,Ameaça,14,8541.0,163.9152324083831
PEDRAS ALTAS,2021,Ameaça,2,1928.0,103.7344398340249
PEDRO OSORIO,2021,Ameaça,20,7683.0,260.3149811271639
PEJUCARA,2021,Ameaça,15,3840.0,390.625
PELOTAS,2021,Ameaça,763,343826.0,221.914573068936
PICADA CAFE,2021,Ameaça,6,5780.0,103.80622837370242
PINHAL,2021,Ameaça,5,2581.0,193.72336303758237
PINHAL DA SERRA,2021,Ameaça,7,1896.0,369.1983122362869
PINHAL GRANDE,2021,Ameaça,8,4309.0,185.65792527268508
PINHEIRINHO DO VALE,2021,Ameaça,15,4926.0,304.5066991473812
PINHEIRO MACHADO,2021,Ameaça,23,12122.0,189.73766705164164
PINTO BANDEIRA,2021,Ameaça,3,3068.0,97.78357235984356
PIRAPO,2021,Ameaça,2,2205.0,90.702947845805
PIRATINI,2021,Ameaça,35,20743.0,168.7316203056453
PLANALTO,2021,Ameaça,68,9957.0,682.9366274982425
POCO DAS ANTAS,2021,Ameaça,9,2105.0,427.55344418052255
PONTAO,2021,Ameaça,5,3898.0,128.27090815802975
PONTE PRETA,2021,Ameaça,1,1501.0,66.62225183211193
PORTAO,2021,Ameaça,92,38081.0,241.59029437252173
PORTO ALEGRE,2021,Ameaça,3320,1492530.0,222.4410899613408
PORTO LUCENA,2021,Ameaça,25,4514.0,553.8325210456359
PORTO MAUA,2021,Ameaça,9,2332.0,385.934819897084
PORTO VERA CRUZ,2021,Ameaça,11,1258.0,874.403815580286
PORTO XAVIER,2021,Ameaça,29,10144.0,285.8832807570978
POUSO NOVO,2021,Ameaça,7,1586.0,441.3619167717529
PRESIDENTE LUCENA,2021,Ameaça,1,2972.0,33.64737550471063
PROGRESSO,2021,Ameaça,6,6235.0,96.23095429029672
PROTASIO ALVES,2021,Ameaça,5,1929.0,259.2016588906169
PUTINGA,2021,Ameaça,7,3861.0,181.3001813001813
QUARAI,2021,Ameaça,84,22531.0,372.8196706759576
QUATRO IRMAOS,2021,Ameaça,5,1860.0,268.81720430107526
QUEVEDOS,2021,Ameaça,6,2793.0,214.82277121374864
QUINZE DE NOVEMBRO,2021,Ameaça,9,3810.0,236.2204724409449
REDENTORA,2021,Ameaça,31,11782.0,263.1132235613648
RELVADO,2021,Ameaça,4,2068.0,193.4235976789168
RESTINGA SECA,2021,Ameaça,21,15702.0,133.74092472296522
RIO DOS INDIOS,2021,Ameaça,3,2571.0,116.68611435239204
RIO GRANDE,2021,Ameaça,485,212881.0,227.8268140416477
RIO PARDO,2021,Ameaça,131,38257.0,342.4209948506156
RIOZINHO,2021,Ameaça,10,4698.0,212.85653469561515
ROCA SALES,2021,Ameaça,46,11556.0,398.0616130148841
RODEIO BONITO,2021,Ameaça,22,5868.0,374.9147920927062
ROLADOR,2021,Ameaça,1,2270.0,44.05286343612335
ROLANTE,2021,Ameaça,62,21591.0,287.1566856560604
RONDA ALTA,2021,Ameaça,41,10633.0,385.5920248283645
RONDINHA,2021,Ameaça,9,5033.0,178.81978939002585
ROQUE GONZALES,2021,Ameaça,9,6750.0,133.33333333333334
ROSARIO DO SUL,2021,Ameaça,135,39210.0,344.29992348890585
SAGRADA FAMILIA,2021,Ameaça,5,2601.0,192.23375624759709
SALDANHA MARINHO,2021,Ameaça,1,2596.0,38.52080123266564
SALTO DO JACUI,2021,Ameaça,63,12512.0,503.5166240409207
SALVADOR DAS MISSOES,2021,Ameaça,3,2734.0,109.7293343087052
SALVADOR DO SUL,2021,Ameaça,14,7975.0,175.54858934169278
SANANDUVA,2021,Ameaça,17,16382.0,103.77243315834453
SANTA BARBARA DO SUL,2021,Ameaça,22,7813.0,281.5819787533598
SANTA CECILIA DO SUL,2021,Ameaça,0,1630.0,0.0
SANTA CLARA DO SUL,2021,Ameaça,13,6755.0,192.4500370096225
SANTA CRUZ DO SUL,2021,Ameaça,352,132271.0,266.1203135985968
SANTA MARGARIDA DO SUL,2021,Ameaça,4,2593.0,154.26147319706902
SANTA MARIA,2021,Ameaça,934,285159.0,327.53656731858365
SANTA MARIA DO HERVAL,2021,Ameaça,14,6382.0,219.36696960200564
SANTA ROSA,2021,Ameaça,280,73882.0,378.9827021466663
SANTA TEREZA,2021,Ameaça,0,1722.0,0.0
SANTA VITORIA DO PALMAR,2021,Ameaça,101,29298.0,344.7334289029968
SANTANA DA BOA VISTA,2021,Ameaça,32,8037.0,398.1585168595248
SANTANA DO LIVRAMENTO,2021,Ameaça,235,75647.0,310.6534297460573
SANTIAGO,2021,Ameaça,159,49298.0,322.52829729400787
SANTO ANGELO,2021,Ameaça,321,77544.0,413.95852677189725
SANTO ANTONIO DA PATRULHA,2021,Ameaça,109,43397.0,251.1694356752771
SANTO ANTONIO DAS MISSOES,2021,Ameaça,30,9930.0,302.11480362537765
SANTO ANTONIO DO PALMA,2021,Ameaça,5,2118.0,236.0717658168083
SANTO ANTONIO DO PLANALTO,2021,Ameaça,6,2018.0,297.3240832507433
SANTO AUGUSTO,2021,Ameaça,70,13813.0,506.7689857380728
SANTO CRISTO,2021,Ameaça,33,14177.0,232.77139028003103
SANTO EXPEDITO DO SUL,2021,Ameaça,4,2287.0,174.901617839965
SAO BORJA,2021,Ameaça,183,59768.0,306.1839111230089
SAO DOMINGOS DO SUL,2021,Ameaça,5,3091.0,161.75994823681654
SAO FRANCISCO DE ASSIS,2021,Ameaça,40,18081.0,221.226702062939
SAO FRANCISCO DE PAULA,2021,Ameaça,71,21871.0,324.63078963010383
SAO GABRIEL,2021,Ameaça,206,62187.0,331.2589447955361
SAO JERONIMO,2021,Ameaça,59,24569.0,240.1400138385771
SAO JOAO DA URTIGA,2021,Ameaça,3,4625.0,64.86486486486486
SAO JOAO DO POLESINE,2021,Ameaça,5,2535.0,197.23865877712032
SAO JORGE,2021,Ameaça,3,2808.0,106.83760683760684
SAO JOSE DAS MISSOES,2021,Ameaça,5,2491.0,200.7226013649137
SAO JOSE DO HERVAL,2021,Ameaça,10,1917.0,521.6484089723526
SAO JOSE DO HORTENCIO,2021,Ameaça,3,4924.0,60.92607636068237
SAO JOSE DO INHACORA,2021,Ameaça,7,2040.0,343.1372549019608
SAO JOSE DO NORTE,2021,Ameaça,43,27866.0,154.30991172037608
SAO JOSE DO OURO,2021,Ameaça,21,6911.0,303.8634061640862
SAO JOSE DO SUL,2021,Ameaça,4,2464.0,162.33766233766235
SAO JOSE DOS AUSENTES,2021,Ameaça,10,3559.0,280.97780275358247
SAO LEOPOLDO,2021,Ameaça,728,240378.0,302.85633460632835
SAO LOURENCO DO SUL,2021,Ameaça,65,43501.0,149.42185237120984
SAO LUIZ GONZAGA,2021,Ameaça,119,33124.0,359.2561284868977
SAO MARCOS,2021,Ameaça,75,21756.0,344.73248758963047
SAO MARTINHO,2021,Ameaça,27,5336.0,505.9970014992504
SAO MARTINHO DA SERRA,2021,Ameaça,3,3228.0,92.93680297397768
SAO MIGUEL DAS MISSOES,2021,Ameaça,19,7692.0,247.0098803952158
SAO NICOLAU,2021,Ameaça,22,5153.0,426.9357655734524
SAO PAULO DAS MISSOES,2021,Ameaça,19,5654.0,336.0452776795189
SAO PEDRO DA SERRA,2021,Ameaça,6,3881.0,154.5993300695697
SAO PEDRO DAS MISSOES,2021,Ameaça,3,2025.0,148.14814814814815
SAO PEDRO DO BUTIA,2021,Ameaça,5,2950.0,169.4915254237288
SAO PEDRO DO SUL,2021,Ameaça,40,16100.0,248.4472049689441
SAO SEBASTIAO DO CAI,2021,Ameaça,88,26161.0,336.37857880050456
SAO SEPE,2021,Ameaça,58,23492.0,246.8925591690788
SAO VALENTIM,2021,Ameaça,6,3220.0,186.33540372670808
SAO VALENTIM DO SUL,2021,Ameaça,5,2248.0,222.4199288256228
SAO VALERIO DO SUL,2021,Ameaça,5,2732.0,183.01610541727672
SAO VENDELINO,2021,Ameaça,4,2288.0,174.82517482517483
SAO VICENTE DO SUL,2021,Ameaça,16,8742.0,183.02447952413635
SAPIRANGA,2021,Ameaça,300,80514.0,372.6060064088233
SAPUCAIA DO SUL,2021,Ameaça,448,142508.0,314.3683161647065
SARANDI,2021,Ameaça,59,25024.0,235.77365728900253
SEBERI,2021,Ameaça,64,10678.0,599.3631766248361
SEDE NOVA,2021,Ameaça,16,2875.0,556.5217391304349
SEGREDO,2021,Ameaça,19,7465.0,254.52109845947757
SELBACH,2021,Ameaça,17,5114.0,332.42080563159953
SENADOR SALGADO FILHO,2021,Ameaça,5,2761.0,181.0938065918145
SENTINELA DO SUL,2021,Ameaça,15,5635.0,266.19343389529723
SERAFINA CORREA,2021,Ameaça,31,18074.0,171.51709638154256
SERIO,2021,Ameaça,2,1889.0,105.87612493382744
SERTAO,2021,Ameaça,20,5220.0,383.1417624521073
SERTAO SANTANA,2021,Ameaça,19,6586.0,288.4907379289402
SETE DE SETEMBRO,2021,Ameaça,3,1931.0,155.35991714137754
SEVERIANO DE ALMEIDA,2021,Ameaça,8,3607.0,221.79096201829776
SILVEIRA MARTINS,2021,Ameaça,7,2365.0,295.9830866807611
SINIMBU,2021,Ameaça,13,10152.0,128.053585500394
SOBRADINHO,2021,Ameaça,63,15041.0,418.85512931321057
SOLEDADE,2021,Ameaça,163,31067.0,524.6724820549136
TABAI,2021,Ameaça,13,4816.0,269.93355481727576
TAPEJARA,2021,Ameaça,70,24973.0,280.3027269451007
TAPERA,2021,Ameaça,39,10569.0,369.0036900369004
TAPES,2021,Ameaça,64,17363.0,368.5998963312792
TAQUARA,2021,Ameaça,143,57740.0,247.6619328022168
TAQUARI,2021,Ameaça,75,26907.0,278.7378749024417
TAQUARUCU DO SUL,2021,Ameaça,7,3081.0,227.19896137617656
TAVARES,2021,Ameaça,5,5484.0,91.17432530999272
TENENTE PORTELA,2021,Ameaça,89,13385.0,664.9234217407545
TERRA DE AREIA,2021,Ameaça,46,11323.0,406.25275986929256
TEUTONIA,2021,Ameaça,70,34275.0,204.23048869438364
TIO HUGO,2021,Ameaça,12,3078.0,389.8635477582846
TIRADENTES DO SUL,2021,Ameaça,21,5532.0,379.6095444685466
TOROPI,2021,Ameaça,8,2753.0,290.5920813657828
TORRES,2021,Ameaça,164,39381.0,416.4444783017191
TRAMANDAI,2021,Ameaça,270,53507.0,504.6068738669707
TRAVESSEIRO,2021,Ameaça,2,2331.0,85.8000858000858
TRES ARROIOS,2021,Ameaça,4,2620.0,152.67175572519085
TRES CACHOEIRAS,2021,Ameaça,24,11174.0,214.78432074458564
TRES COROAS,2021,Ameaça,61,28948.0,210.7226751416333
TRES DE MAIO,2021,Ameaça,61,23846.0,255.8081019877548
TRES FORQUILHAS,2021,Ameaça,5,2643.0,189.17896329928112
TRES PALMEIRAS,2021,Ameaça,13,4232.0,307.18336483931944
TRES PASSOS,2021,Ameaça,119,23799.0,500.0210092861045
